"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"HG3995-HT4265_at",-0.274616455351614,9.58989968801559,-1.05496550024628,0.294898290203199,0.525976960434977,-6.1044758538225,NA
"D38522_at",-0.148931313976505,6.6921668446711,-1.05385880924185,0.295401344081044,0.526497379913415,-6.10562180458302,"SYT11"
"L04569_at",-0.188215553406021,4.43025052596319,-1.0536631739313,0.295490332401556,0.526497379913415,-6.10582425872359,"CACNA1C"
"Y00285_s_at",-0.181550273159365,9.07502021312639,-1.05360458515511,0.295516986148798,0.526497379913415,-6.10588488250761,"IGF2R"
"X67734_at",-0.310123603882528,4.35729288750739,-1.05346557405295,0.295580232936999,0.526497379913415,-6.10602870890667,"CNTN2"
"M55682_s_at",0.248461091982387,4.59840001319443,1.05344918539925,0.295587689999194,0.526497379913415,-6.106045664045,"MATN1"
"X51823_at",-0.148014491660882,3.50610858897438,-1.05334919444468,0.295633190039753,0.526497379913415,-6.10614910571158,"F13B"
"M74509_s_at",0.196826735107422,9.7058873934157,1.05278029190077,0.295892155415573,0.526748082476382,-6.10673746001319,NA
"K03207_f_at",-0.413345965498242,7.70663386225655,-1.05259155276982,0.295978104002947,0.526748082476382,-6.10693258436493,"PRB4"
"D13168_at",0.0835284378301466,6.51204477613133,1.05255307966832,0.29599562609067,0.526748082476382,-6.1069723548845,"EDNRB"
"U03187_at",-0.139251308775211,4.06014780674297,-1.05205229151895,0.296223768360137,0.526980968084642,-6.10748990237172,"IL12RB1"
"J02960_cds1_s_at",0.195593285553495,6.78759223584361,1.05194133424171,0.296274333017709,0.526980968084642,-6.10760454061128,"ADRB2"
"M28439_at",0.128904006398773,7.3478257082003,1.05085183990632,0.296771142663898,0.527651909347607,-6.10872955559003,"KRT16"
"X52479_at",0.129789355954673,8.25959767448047,1.05068296950844,0.296848198470692,0.527651909347607,-6.1089038304394,"PRKCA"
"X02530_at",0.244887657970997,6.68754767342366,1.05062733419334,0.29687358793565,0.527651909347607,-6.10896124033274,"CXCL10"
"U79289_at",0.107960449221337,6.56500820299295,1.05029702219335,0.297024358052304,0.527701737845427,-6.10930202744758,"PGBD5"
"M22403_s_at",0.217605207909674,6.64037317131616,1.04991931432274,0.297196825924926,0.527701737845427,-6.10969158611137,"GP1BA"
"J00209_f_at",0.0833566110412933,6.22245526403337,1.04991864140837,0.297197133250096,0.527701737845427,-6.10969228001752,"IFNA10"
"X60188_at",0.0870862547837952,9.7720267847549,1.04991737768888,0.297197710401093,0.527701737845427,-6.10969358315797,"MAPK3"
"L19297_at",-0.17162390855949,5.43067372794708,-1.04902048016203,0.297607523693904,0.528297817832132,-6.11061807514782,"CA5A"
"Y13618_at",0.0866944249246666,7.00412387729861,1.04796349486632,0.298090979325713,0.529024294650985,-6.11170659645986,"USP9Y"
"U78313_at",-0.153009646523561,6.27456990071929,-1.04757661024488,0.298268070668658,0.529206838177417,-6.11210475797866,"MDFI"
"U42390_at",-0.241604300292466,5.12562054658279,-1.04718032345667,0.29844954005869,0.529397056750037,-6.11251244785585,"TRIO"
"X52213_s_at",0.310197645314641,5.69934171832363,1.04694261357899,0.298558429306718,0.529458468290447,-6.11275692599499,"LTK"
"U89717_at",-0.193504987554393,4.01521571582603,-1.04660351204312,0.298713810512623,0.52960227683275,-6.11310558950261,"RDH5"
"M76729_at",-0.0736290185457098,3.71803029438682,-1.0462286689522,0.298885633113428,0.529775156256994,-6.11349087489485,NA
"V01514_at",0.112894318275991,6.17869296725259,1.04601845265064,0.298982022656713,0.529814277782676,-6.11370688875754,"AFP"
"U72206_at",0.139871833217434,10.4433546303009,1.04569065753476,0.299132367333642,0.529901870588575,-6.11404364011179,"ARHGEF2"
"X07384_at",-0.269788060035613,6.04778719897094,-1.0455865804896,0.299180113496846,0.529901870588575,-6.11415053940237,"GLI1"
"Z38026_at",-0.400572515292777,5.90854193821639,-1.04476394621632,0.299557686064695,0.530438833570594,-6.11499511768873,"CAMP"
"X57351_at",-0.300903988604414,11.0323684157408,-1.04440408759899,0.299722955867385,0.530599690185892,-6.11536437286308,"IFITM2"
"M96980_at",0.235743013653271,7.43786517243739,1.04423220393745,0.299801917596503,0.530607713640881,-6.1155407011612,"MYT1"
"U03399_at",0.281148670446681,5.49456615057568,1.04392631638548,0.299942474460279,0.530724720880449,-6.11585442882944,"TCP10L3"
"U27330_at",-0.121001892107337,7.98912235184764,-1.04299079090963,0.300372631371679,0.531347157829713,-6.11681337900323,"FUT5"
"L36642_at",0.0796636851191348,6.37129572533426,1.04283715185875,0.300443315080877,0.531347157829713,-6.11697078528143,"EPHA7"
"J03824_at",0.247955727060293,7.23824036752151,1.04250681336622,0.300595330052159,0.531484153755418,-6.11730914746896,"UROS"
"Z48510_at",0.0921843283316504,6.29190338337578,1.04206077352947,0.300800671383163,0.531715344976586,-6.11776585625142,"RPS4Y1"
"L20859_at",0.198758186457065,6.6305893537989,1.04142074390638,0.301095485491283,0.532104540423242,-6.11842086358568,"SLC20A1"
"X80915_rna1_at",0.126205496094929,8.65191062664004,1.04073408496743,0.301411996588468,0.532531876996081,-6.11912315719316,"GDF5"
"M14158_cds4_at",0.133239526605429,8.14533970458408,1.04028731651417,0.301618053049743,0.532763899948369,-6.1195798568118,NA
"X03473_at",-0.222708096904136,7.17530521059118,-1.03986190217239,0.301814349601408,0.532978572778904,-6.12001455075883,"H1-0"
"U60805_at",0.0992210720787163,6.05181754449118,1.03870623241672,0.302348041803207,0.533788803867029,-6.12119455813355,"OSMR"
"U72508_at",0.0953971743317457,8.59268175514504,1.03815271273722,0.302603885858844,0.534108220422802,-6.12175928349609,"LRRC23"
"U28727_at",-0.0889670160301925,3.76639871292125,-1.0379572325312,0.302694274475294,0.53413551552831,-6.12195865127382,"PAPPA"
"AB002409_at",0.185802305994711,6.5620568109071,1.03773641686454,0.302796400061994,0.534183503103677,-6.12218381453465,"CCL21"
"X92762_at",-0.219758099322558,8.21710145103133,-1.03709770449128,0.303091931359451,0.534572582548621,-6.12283484060814,"TAFAZZIN"
"U07794_cds2_at",0.149422870118046,5.92577089069523,1.03672987130827,0.303262216015819,0.534740622799103,-6.12320958867798,"TXK"
"X51417_at",-0.201414805558765,4.41527028260769,-1.0360795749904,0.303563422881338,0.535139377280183,-6.12387179417093,"ESRRB"
"J03634_at",0.188361675413293,6.88083570439735,1.03572701382489,0.303726808362887,0.535295035060327,-6.12423064333791,"INHBA"
"X83543_at",0.163318692711638,6.89926440959758,1.03532366925687,0.303913801230228,0.535492211806796,-6.12464103623513,"SHROOM2"
"L25444_at",-0.289948435289596,7.89107910979694,-1.03485979224509,0.304128953759277,0.535706269015214,-6.12511282750365,"TAF6"
"Z84483_at",0.149560960038034,7.43264845046112,1.03455891207062,0.304268561298957,0.535706269015214,-6.12541873128368,"KL"
"K03021_at",0.269599769241292,7.12896758237608,1.03451308592231,0.30428982831099,0.535706269015214,-6.12546531498423,"PLAT"
"L09749_at",-0.160972584111885,5.82555121985887,-1.03441389112297,0.304335866111883,0.535706269015214,-6.12556614271199,"PHF20"
"U80987_s_at",-0.0851842172573538,4.00760586199762,-1.03411321613101,0.304475442740971,0.535788957657268,-6.1258717100203,"TBX5"
"U82613_at",-0.329926111020924,7.26484068204827,-1.0339889217615,0.304533154219,0.535788957657268,-6.12599800160313,"TRPV6"
"M99701_at",-0.159262353171693,9.33409504256308,-1.03351368828492,0.304753879583285,0.535997671213625,-6.1264807354277,"TCEAL1"
"U39317_at",-0.214607317279922,9.48677455585464,-1.0334097809911,0.304802154453645,0.535997671213625,-6.12658625392907,"UBE2D2"
"M27878_at",-0.132281790950665,6.17124759865538,-1.03313236691155,0.304931065184,0.53609212421621,-6.12686791918817,"ZNF84"
"M30625_s_at",0.197568043499079,5.57516038027786,1.03292172632451,0.305028971795521,0.536132036471961,-6.12708173865816,"DRD2"
"U04840_at",-0.102673100419863,7.32049341597644,-1.03230010687093,0.305318027169929,0.536507817523891,-6.12771249249351,"NOVA1"
"V00551_f_at",-0.0846808451403911,6.12304749822687,-1.03184213307097,0.305531105303213,0.536749938320997,-6.12817696012236,"IFNA10"
"AFFX-M27830_3_at",-0.331589725712593,8.90487107770633,-1.03140242487803,0.305735779818324,0.536975495797918,-6.12862271484093,NA
"L35594_at",0.22585703920234,6.32325065180882,1.03124271658458,0.305810143489907,0.536975495797918,-6.12878457364709,"ENPP2"
"HG3495-HT3689_at",0.268145717906774,6.19792672806348,1.03082554232798,0.306004446675282,0.537184363542992,-6.12920725044328,NA
"AF001787_s_at",-0.0808388244343998,5.6766802455966,-1.0302583122128,0.306268773876323,0.537516023871074,-6.12978169592868,"UCP3"
"D88532_at",0.166928575498936,6.36600440297173,1.02980510117743,0.30648007955167,0.537754488585738,-6.1302404513105,"PIK3R3"
"M68840_at",0.210872345303838,6.26286481821433,1.02947252495066,0.306635203005856,0.537894282044476,-6.13057697140579,"MAOA"
"X93017_at",-0.138516073905522,6.13336438512922,-1.02918737289877,0.306768248676828,0.537946574261253,-6.13086542089437,"SLC8A3"
"U82979_at",0.311732692650856,7.38774417084854,1.0290851977708,0.306815930838302,0.537946574261253,-6.13096875866928,"LILRB4"
"U15172_at",0.0882869206728571,9.39346466976525,1.02879119373829,0.30695316192055,0.538054854027932,-6.13126605258143,"BNIP1"
"U68111_at",-0.112134010690322,7.07112209639723,-1.02857683485116,0.307053243505802,0.538097977618698,-6.13148275812567,"PPP1R2"
"D78156_at",-0.143411720395346,7.24330146511202,-1.02835571408394,0.307156505237612,0.538146651717605,-6.1317062536233,"RASA2"
"X52425_at",0.205588192698565,8.8731823722373,1.02812781397515,0.307262957426325,0.53820089029294,-6.13193655243582,"IL4R"
"M31932_at",0.113704112954673,9.9765144678171,1.02728705560331,0.307655891445491,0.538635910576303,-6.13278573121369,"FCGR2A"
"M34181_at",-0.202141563351564,7.92546158412479,-1.02725685955863,0.307670010079078,0.538635910576303,-6.13281621712822,"PRKACB"
"HG2325-HT2421_at",-0.110593971674488,9.5464337622416,-1.02711150156093,0.307737980611205,0.538635910576303,-6.1329629583254,NA
"HG1428-HT1428_s_at",-0.418924137241325,13.7111889014293,-1.02570658116323,0.308395455039867,0.53965419709848,-6.13438020816888,NA
"D00654_at",-0.162442098252247,6.26367788469273,-1.02477979678967,0.308829690098766,0.540123863615109,-6.13531409445481,"ACTG2"
"X90828_at",0.113873178133664,5.92208816300852,1.02476193884266,0.308838061300804,0.540123863615109,-6.13533208119414,"LBX1"
"U30872_at",-0.135856282070712,8.00668742734653,-1.02464869937237,0.308891147700772,0.540123863615109,-6.13544613026607,"CENPF"
"S80050_at",0.160512826500349,7.39817888722294,1.02440057486868,0.309007489412197,0.54019479941627,-6.13569598592562,"MGAT5"
"D87685_at",-0.128203677586604,7.29616022156798,-1.02370437420729,0.309334084857961,0.540633167676491,-6.13639673010975,"PHF3"
"D26155_s_at",-0.154866161065769,6.91969829277909,-1.02351913725511,0.309421020758122,0.540652562986434,-6.13658309800385,"SMARCA2"
"U17163_at",0.161144916057255,8.16170964636658,1.02333879819867,0.309505673790709,0.540667960905161,-6.13676450662464,"ETV1"
"M31328_at",0.102661863174065,9.26795543594492,1.02311535236629,0.309610583251738,0.540718728074875,-6.13698923460728,"GNB3"
"X89894_at",-0.111508775658259,7.2608248261606,-1.02265323624751,0.309827626219533,0.540965257731827,-6.13745385113376,"NR4A3"
"U28811_at",-0.32948307901693,7.92893661112006,-1.02248437602869,0.309906960701778,0.540971283751953,-6.13762357414862,"GLG1"
"D26535_s_at",-0.171890933957478,8.47612459615855,-1.02142600755174,0.310404518799639,0.54170717613773,-6.13868673023887,"DLST"
"S90469_at",0.160810047003277,8.65520866767124,1.02109889251086,0.31055841028443,0.541843100077754,-6.13901510861139,"POR"
"X62744_at",0.440787455921935,10.2980579859559,1.02038640190276,0.310893779795848,0.542295511662491,-6.13972999719397,"HLA-DMA"
"U82320_at",-0.0899233066692782,4.14776936642446,-1.02018430863942,0.310988949524518,0.542297944714968,-6.1399326823658,NA
"M64358_at",0.101330989729497,6.23127464022516,1.02005146801549,0.311051517493796,0.542297944714968,-6.14006589081804,"LMO3"
"X63380_at",0.248652874030338,4.74604080980847,1.01974870743996,0.311194149471806,0.542297944714968,-6.14036942674069,"BORCS8-MEF2B"
"L22650_at",0.0922007815516714,6.4793030851062,1.0194771598548,0.311322114304446,0.542297944714968,-6.14064159526317,"DIAPH2-AS1"
"Y00815_at",0.133929302507765,6.82941519320351,1.01928864174893,0.311410972921849,0.542297944714968,-6.14083050302649,"PTPRF"
"L37042_at",0.186585717944711,8.86151016366789,1.01926089749161,0.31142405170777,0.542297944714968,-6.14085830176435,"CSNK1A1"
"M16405_at",0.153251841972704,8.76777843614524,1.01925324403322,0.311427659652557,0.542297944714968,-6.14086597012221,"CHRM4"
"L10678_at",-0.128602135952189,5.85029132672519,-1.01895697864655,0.311567344821977,0.542408693830494,-6.14116276926608,"PFN2"
"U20938_at",0.169480183961819,7.23614244170116,1.01755923999511,0.312226928487075,0.543424261031337,-6.14256189525491,"DPYD"
"M63175_at",0.143762969130124,8.87891728587602,1.01720234951748,0.312395493132082,0.543584933009181,-6.14291884087054,"AMFR"
"X85106_at",0.35338534564208,6.04195844956393,1.0167357079444,0.31261598712992,0.543835864384871,-6.14338537097592,"RPS6KA2"
"M97287_at",-0.164820570405958,10.1067044948558,-1.01578719364484,0.31306449440317,0.544453940086351,-6.1443330175098,"SATB1"
"M21056_at",-0.172708655990152,5.15960048319229,-1.01566137141505,0.313124022212658,0.544453940086351,-6.14445866005502,"PLA2G1B"
"Y14140_at",0.140230277951682,9.8630813222022,1.01522607284158,0.313330025172749,0.544595731580099,-6.14489322029953,"GNB3"
"U79271_at",-0.132143459140329,6.02157788384615,-1.01515655122309,0.3133629343742,0.544595731580099,-6.14496260723292,"AKT3"
"X83492_at",0.185539107024868,8.43354847537788,1.01448275423325,0.313682007555221,0.544595731580099,-6.14563485958914,"FAS"
"X51730_at",0.0872405753272609,6.3730286502605,1.01438256335318,0.313729471069033,0.544595731580099,-6.14573478373986,"PGR"
"U02019_at",0.242514010289197,6.52517671960935,1.01435155199682,0.313744163083457,0.544595731580099,-6.1457657105935,NA
"S69115_at",-0.352294127843306,8.91654234335257,-1.01429240026089,0.313772188232486,0.544595731580099,-6.14582469859897,"NKG7"
"X64707_at",-0.134778313359734,13.0970220422002,-1.01427955215972,0.313778275680091,0.544595731580099,-6.14583751069497,"RPL13"
"S83362_s_at",0.182603386031325,7.64441586780018,1.01411359924018,0.313856911523546,0.544595731580099,-6.1460029843756,"LIFR"
"HG3033-HT3194_at",-0.269729028514045,3.44862861210877,-1.01403433692947,0.313894474185439,0.544595731580099,-6.14608200850627,NA
"D63851_at",0.109066889422708,8.79602405248981,1.01387607351536,0.313969484751607,0.544595731580099,-6.14623977838447,"STXBP1"
"L12052_at",0.119955156352215,5.68863928557824,1.01335277542133,0.314217592912665,0.544613519364343,-6.14676127419091,"PDE7A"
"X61079_at",0.137768269422085,6.36952683899638,1.01330201809259,0.314241665176921,0.544613519364343,-6.14681184278458,"YME1L1"
"D42053_at",-0.323037711331554,7.69721773957967,-1.01318041295295,0.314299342889272,0.544613519364343,-6.14693298573493,"MBTPS1"
"HG3733-HT4003_at",0.161993781399536,5.34399209760931,1.01302928465893,0.314371033430326,0.544613519364343,-6.14708351993524,NA
"HG3543-HT3739_at",0.190775148639622,8.56509711807173,1.01296195301307,0.314402976992796,0.544613519364343,-6.14715057986822,NA
"U79294_at",0.10722411355475,9.96092746361187,1.01288791582531,0.314438104320892,0.544613519364343,-6.14722431328207,"PLPP3"
"AB002332_at",0.152412895600697,7.14514140900724,1.0125652282389,0.314591235872895,0.544746397993166,-6.1475456157128,"CLOCK"
"AF005361_at",-0.0922334153376259,6.32470334992194,-1.01236472002615,0.314686412342994,0.544778881397088,-6.14774521310403,"KPNA5"
"X90840_at",0.334272270394052,5.934677229311,1.01159714366718,0.315050941049543,0.545247832935976,-6.14850894761054,"KIF1A"
"M37457_s_at",-0.36377582465337,5.16219784336341,-1.01147228571047,0.315110263949533,0.545247832935976,-6.14863312738328,"ATP1A3"
"Z46632_r_at",0.228709945097269,5.92051988513157,1.01087559602511,0.315393868433564,0.545476848300914,-6.14922637031018,"PDE4C"
"U88898_at",0.143960924366132,6.76479851176624,1.01084403404216,0.315408874495278,0.545476848300914,-6.14925774050008,"ERVH-6"
"M23668_at",0.202422392501333,6.80107003000984,1.01059864824268,0.315525558853935,0.545476848300914,-6.14950160268224,"FDX1"
"J03778_s_at",0.116816971439625,5.96369733827931,1.01055003708288,0.3155486775695,0.545476848300914,-6.1495499051818,"MAPT"
"U96191_at",0.102486774946435,5.93440282679527,1.00979969132412,0.315905674427285,0.545941618896818,-6.15029520004491,NA
"M64925_at",-0.197614667776882,9.98444527760025,-1.00952165617271,0.316038025703028,0.545941618896818,-6.15057122696596,"MPP1"
"S69369_at",0.15676098514257,5.73996159714484,1.00950221764284,0.316047280289966,0.545941618896818,-6.15059052232876,"PAX3"
"HG3362-HT3539_s_at",0.190093157283054,7.43910629530676,1.00869494860549,0.316431777383887,0.546432266451837,-6.15139152674447,NA
"X76228_at",-0.112164061113548,9.32697365916693,-1.00851209926671,0.316518910854454,0.546432266451837,-6.15157287058741,"ATP6V1E1"
"D29992_at",0.125542537074619,6.84032898041412,1.00842323072251,0.316561265317167,0.546432266451837,-6.15166099588717,"TFPI2"
"X90846_at",0.191631483161823,8.71347343170294,1.00815558305112,0.316688848263667,0.546520164432749,-6.15192635949802,"MAP3K10"
"X93036_at",-0.164716910954419,4.00219379583489,-1.00787718644955,0.316821591560768,0.546601270158718,-6.15220230764236,"FXYD3"
"U78027_rna4_at",-0.238205556446454,8.8584204075032,-1.00773544112917,0.316889191971662,0.546601270158718,-6.15234277786534,"BTK"
"M85247_at",0.14918839835193,8.72141929596221,1.00695755251916,0.317260350280002,0.547109104292727,-6.1531133268476,"DRD1"
"X61123_at",-0.330002801770592,9.72308836509762,-1.00654833986922,0.317455716902294,0.547158839266075,-6.15351844621354,"BTG1"
"D13900_at",-0.124063500125455,10.6692866879311,-1.00648159536825,0.317487589747059,0.547158839266075,-6.15358450789331,"ECHS1"
"U66616_at",0.252129597365467,8.60815853966,1.00641489375965,0.317519444247967,0.547158839266075,-6.15365052286403,"SMARCC2"
"L09753_at",-0.144592436314999,5.44348321790264,-1.00598646373239,0.317724099350462,0.547279396770717,-6.15407444114088,"TNFSF8"
"X68194_at",-0.181730549033072,7.5297615024908,-1.00594703036649,0.317742940557441,0.547279396770717,-6.15411345041755,"SYPL1"
"X74874_rna1_s_at",0.165445674783674,9.39613501914778,1.00529898057797,0.318052684892451,0.547505153188064,-6.1547543176922,"POLR2A"
"U70136_at",0.092495332744102,6.75197865360761,1.00523658059827,0.318082520476004,0.547505153188064,-6.15481600487948,"PRG4"
"AFFX-BioDn-5_st",0.234793941098581,7.09365952982342,1.00494843794661,0.318220315691957,0.547505153188064,-6.15510080779435,NA
"M73239_s_at",0.079216961741575,6.45177337995403,1.0049418400829,0.318223471381324,0.547505153188064,-6.15510732825525,"HGF"
"U79272_at",-0.112138452074293,6.66130383440589,-1.00486962971675,0.318258010213401,0.547505153188064,-6.15517868876476,"YIPF6"
"M55067_at",0.263599461330021,9.5397241062458,1.00452955494032,0.318420704561866,0.547652883672267,-6.1555146940998,"NCF1C"
"J00287_at",-0.14834508699257,3.89060229482954,-1.00323070497675,0.319042595755182,0.548590126661528,-6.15679698371406,"PGA5"
"X86809_at",0.378077850435099,8.15821576329346,1.00278488883444,0.319256240063749,0.548670093518374,-6.15723674374878,"PEA15"
"M18728_at",-0.350395015360263,6.56321668225323,-1.00252294338409,0.319381814289672,0.548670093518374,-6.15749504218763,"CEACAM6"
"D14822_at",0.0849234719454195,6.47226520919514,1.00249199533662,0.31939665267569,0.548670093518374,-6.15752555501693,"RUNX1T1"
"V00535_rna2_s_at",-0.16400034194139,6.5587264819422,-1.00249136599406,0.319396954425761,0.548670093518374,-6.15752617549962,"IFNB1"
"X95632_s_at",-0.176267253856369,6.54010898472828,-1.00188354576317,0.319688474093039,0.549038576682552,-6.15812526198701,"ABI2"
"M97496_at",0.290544920765084,7.17641896906208,1.0002759554657,0.320460354329006,0.550044414959011,-6.15970804949729,"GUCA2A"
"L20861_at",-0.102867318358391,7.25792996390444,-1.00026136048763,0.320467367759125,0.550044414959011,-6.15972240797161,"WNT5A"
"U77180_at",-0.13977403236971,4.70443822615569,-1.00018178020311,0.320505610848609,0.550044414959011,-6.1598006951157,"CCL19"
"U64197_at",0.284954477876711,6.4954549187827,0.999253954607809,0.320951711215543,0.550508548705655,-6.1607129968919,"CCL20"
"X97675_rna1_at",0.0735079806388095,6.28267523270469,0.999210974897396,0.320972385972655,0.550508548705655,-6.16075523753208,"PKP2"
"U42412_at",-0.116209183737706,9.35351049069843,-0.999137524724051,0.321007720152813,0.550508548705655,-6.16082742058043,"PRKAG1"
"X55448_cds2_at",-0.19928958224875,6.5647257607937,-0.996794725380937,0.322136115382856,0.552310814469548,-6.16312709497766,"FAM3A"
"D16481_at",0.175502455518883,8.51740308593497,0.996004258585554,0.322517434248268,0.55283163951813,-6.16390182630305,"HADHB"
"Z46632_at",-0.156827565445847,6.27559791197007,-0.995760868516822,0.32263490538457,0.552900057809278,-6.16414025091049,"PDE4C"
"X76040_at",-0.146668235382943,7.61077169955146,-0.995497078374607,0.32276225468284,0.552985367371777,-6.1643985953848,"AZIN1"
"U11701_at",-0.152481689065963,5.93908454984365,-0.994362674597905,0.323310289155171,0.553791218497648,-6.16550882158901,"LHX2"
"Y10812_at",0.170018214899935,5.38164695316209,0.993879534874837,0.323543883504355,0.554058214149063,-6.16598129015207,"FBP2"
"M95740_at",0.223581654973701,6.74930759371455,0.993526069352872,0.3237148524504,0.55408826717333,-6.1663268071199,"IDUA"
"M17236_s_at",-0.190522207966106,5.00774561733519,-0.993521879665705,0.323716879334678,0.55408826717333,-6.16633090187434,"HLA-DQA1"
"HG4113-HT4383_s_at",-0.149308635739953,8.36915159013974,-0.993120149728752,0.323911267192669,0.554164058076949,-6.16672345110048,NA
"U85265_at",-0.14298318979642,6.70252415641587,-0.993109076325061,0.323916626456256,0.554164058076949,-6.16673426925652,"RCAN1"
"U73682_at",0.145920660490386,7.29715567912435,0.992927817743267,0.324004359671371,0.554181161251728,-6.16691133304946,"MIA2"
"L26584_s_at",0.210544461194797,6.44247205808498,0.992631465012068,0.324147835055625,0.554293575464512,-6.16720075967263,"RASGRF1"
"D13641_at",-0.19614193268591,9.60423700958906,-0.99229886435525,0.324308909692024,0.554416445134923,-6.16752548693949,"TOMM20"
"U04810_at",-0.236137001927849,5.33939831134216,-0.992125251678138,0.324393009420594,0.554416445134923,-6.16769494775648,"TROAP"
"U56976_at",-0.133295129774136,5.60333480704927,-0.992001435477071,0.324452996086814,0.554416445134923,-6.16781578532803,"PDE1B"
"D13634_at",0.0961232668691423,7.4918821895467,0.99130221590596,0.324791893403973,0.554862546867223,-6.16849790840476,"MTFR1"
"U01160_at",-0.113150794796192,7.30503382073453,-0.990340743718757,0.325258282962795,0.555430509162142,-6.1694351074768,"TSPAN31"
"M23323_s_at",-0.17631124910616,10.8322093289551,-0.990295632945895,0.325280176146997,0.555430509162142,-6.16947905765579,"CD3E"
"D86425_at",0.137117487361358,6.64172478318377,0.990016269390466,0.325415778804779,0.55552899595289,-6.16975119045032,"NID2"
"M16961_at",0.0982136268934397,7.27996465532035,0.989842721644331,0.325500037518569,0.555539805475193,-6.16992020863443,"AHSG"
"U46461_at",-0.245109416338111,7.76607957867263,-0.989628879053258,0.325603879590185,0.555584025274874,-6.17012843031653,"DVL1"
"X55885_at",-0.398718516512983,7.51347194126486,-0.988958372678018,0.325929620361785,0.555894069137604,-6.17078102836953,"KDELR1"
"U32499_s_at",-0.285340210452247,5.26235262633481,-0.988933854234212,0.325941535838853,0.555894069137604,-6.17080488380004,"DRD3"
"X62515_s_at",0.221822316654095,6.94631038904235,0.988518252879799,0.326143553816674,0.556048220141608,-6.17120915913126,"HSPG2"
"S79639_at",-0.161379215618078,8.22092446176901,-0.988427010674935,0.326187916486493,0.556048220141608,-6.17129789264951,"EXT1"
"M35296_at",0.190993659646205,7.13534022198201,0.988264162085622,0.326267104683828,0.556050248455896,-6.1714562439367,"ABL2"
"U33837_at",0.134267047702055,5.65254267144483,0.988081553023451,0.326355916947497,0.556068673976745,-6.17163377977754,"LRP2"
"HG3514-HT3708_at",0.131162085885418,12.0523700699323,0.987777533473244,0.326503812994566,0.556171924306636,-6.17192928225798,NA
"Z25749_rna1_at",-0.131056670777745,13.0398518171717,-0.987560990147225,0.326609181677943,0.556171924306636,-6.17213970517464,"RPS7"
"L77563_at",-0.155742469039684,6.09760968344956,-0.987475964774373,0.326650560677779,0.556171924306636,-6.17222231510135,NA
"M55409_s_at",-0.11362582942443,13.4812158443204,-0.987032806645899,0.326866287153614,0.556365668523758,-6.1726527716756,"EEF1G"
"X04366_at",-0.204295923903439,8.58394994103766,-0.986921602119869,0.326920435607522,0.556365668523758,-6.17276075939882,"CAPN1"
"D85939_at",0.390643194766959,6.1829923447128,0.986756383487841,0.327000895950361,0.55636978215516,-6.1729211768975,"CFDP1"
"X78678_at",-0.140949344464024,4.75023178515804,-0.986572191067998,0.327090611868335,0.556389637797508,-6.17309998600034,"KHK"
"L78833_cds4_at",-0.111694742310802,7.99593865631207,-0.985426225309014,0.327649152007734,0.55720677592155,-6.17421172911315,"IFI35"
"U18991_at",0.0672664325028016,6.02083677150996,0.984900651639847,0.327905526150549,0.557387913155827,-6.17472118653911,"RPE65"
"U39400_at",-0.137893323767509,8.87999111562642,-0.984680456134105,0.328012976701201,0.557387913155827,-6.17493455130002,"MRPL49"
"X57206_at",-0.32112243436883,6.78678164708793,-0.98465619888657,0.328024815128399,0.557387913155827,-6.17495805321686,"ITPKB"
"J00268_s_at",-0.411827333351745,8.67231509039081,-0.984566880093302,0.328068408416587,0.557387913155827,-6.17504458591146,"INS"
"M10943_at",0.157792963869666,7.64322182968942,0.984316828862261,0.328190469820705,0.557456216089416,-6.17528679671352,"MT1F"
"X78578_at",0.0825125715717405,6.22664248347386,0.984164175990202,0.328265001422832,0.557456216089416,-6.17543463366697,"PPP1R3A"
"M58600_rna1_at",-0.171008932492253,4.49471857476378,-0.983567493751565,0.328556434456398,0.557818247496943,-6.17601227751827,"SERPIND1"
"M58286_s_at",0.477268207542977,5.51386157703097,0.983347997574827,0.328663684391399,0.557847428159137,-6.17622468440411,"TNFRSF1A"
"U02082_at",0.109521125197963,7.15215982029483,0.983212049380412,0.328730122835816,0.557847428159137,-6.17635621859559,"ARHGEF5"
"HG1800-HT1823_at",-0.0902724003973479,14.1987128353774,-0.982372602559129,0.329140560781952,0.558411008523212,-6.17716801781807,NA
"U50527_s_at",-0.131463706931361,6.92013260649877,-0.98183824180638,0.329402006834804,0.558612170830689,-6.17768442747233,"N4BP2L1"
"U87269_at",-0.14994387245882,5.30351040087083,-0.981809964209721,0.329415846005361,0.558612170830689,-6.17771174750116,"E4F1"
"HG4517-HT4920_s_at",0.12258593880971,6.50126982284561,0.981431421331262,0.329601143443007,0.55879347243881,-6.1780773979593,NA
"X07695_at",0.396174511549267,6.96392679723244,0.981086128570115,0.329770224963709,0.558947202512192,-6.17841081099639,"KRT4"
"D31889_at",0.172489681045136,7.54593214241602,0.980460179086881,0.330076883430473,0.559333991437091,-6.17901493355919,"PSMD5"
"D90282_at",0.106793659799279,6.5761254672755,0.979967714704675,0.33031827869533,0.559436219562359,-6.17948996177704,"CPS1"
"U30245_at",0.0793068704899484,6.32456178218191,0.979944741897034,0.330329542309165,0.559436219562359,-6.17951211553752,"MNDA"
